word_id,word
848,puta_ka
849,putang_ina
850,tang_ina
851,tangina
852,burat
853,bayag
854,bobo
855,nognog
856,tanga
857,ulol
858,kantot
859,anak_ka_ng_puta
860,ulol
861,jakol
